ID;AñoNac;Educación;EstadoCivil;NiñosPeq;Adolescentes;FechaRegistro;Recencia;GastoVinos;GastoFrutas;GastoCarnes;GastoPescados;GastoDulces;GastoOro;ComprasDesc;ComprasWeb;ComprasCatálogo;ComprasTienda;VisitasWebMes;AceptóCmp3;AceptóCmp4;AceptóCmp5;AceptóCmp1;AceptóCmp2;Quejas;CostoContacto;Ingresos;Respuesta
7232;1973;Graduation;Widow;0;1;11/02/2014;99;55;0;6;2;0;4;2;1;1;3;5;0;0;0;0;0;1;10;4893;0
8477;1956;Graduation;Divorced;2;1;11/03/2013;61;5;1;13;3;5;1;1;1;0;3;7;0;0;0;0;0;1;3;2874;0
2457;1975;Basic;Married;0;1;26/10/2012;23;8;4;5;15;2;11;2;1;0;3;7;0;0;0;0;0;1;5;1734;0
988;1965;Graduation;Married;0;0;7/05/2014;84;410;0;592;147;22;22;1;6;4;7;3;0;0;0;1;0;1;3;7111;0
7930;1969;Master;Single;0;0;19/08/2013;74;101;13;76;20;18;40;2;3;1;6;6;0;0;0;0;0;0;10;2563;0
4587;1944;Master;Widow;0;0;18/07/2013;90;162;25;53;16;0;10;1;3;1;7;3;0;0;0;0;0;0;3;3197;0
6682;1973;Basic;Married;1;0;11/12/2012;41;2;8;1;4;7;15;1;1;0;3;8;0;0;0;0;0;0;3;6871;0
6222;1967;Graduation;Married;2;1;28/10/2013;28;25;0;8;2;0;2;2;2;0;3;7;0;0;0;0;0;1;7;7740;0
10299;1969;PhD;Single;0;0;9/11/2012;73;389;91;248;64;49;41;3;6;3;13;5;0;0;0;0;0;1;3;4400;1
3083;1974;Graduation;Married;1;1;26/07/2013;88;215;13;87;17;17;24;5;6;2;5;7;0;0;0;0;0;0;10;5929;0
8953;1965;Master;Single;2;1;6/05/2013;94;27;0;5;0;0;3;2;1;0;3;8;0;0;0;0;0;1;6;6465;0
1503;1976;PhD;Together;1;1;3/06/2013;31;85;1;16;2;1;2;0;0;0;1;1;0;0;0;0;0;1;2;4161;0
8650;1978;Graduation;Widow;1;1;18/03/2013;31;5;6;10;6;5;10;1;1;0;3;4;0;0;0;0;0;1;9;1719;0
10862;1960;Master;Married;0;1;17/08/2012;6;179;8;83;19;11;26;5;1;2;9;2;0;0;0;0;0;1;4;2998;0
2782;1961;PhD;Married;0;1;11/07/2013;23;352;0;27;10;0;15;3;6;1;7;6;0;0;0;0;0;1;8;5840;0
6941;1971;Graduation;Single;0;0;14/07/2013;92;17;8;12;11;15;32;1;2;1;2;7;0;0;0;0;0;0;6;4900;0
10972;1949;Graduation;Widow;0;0;10/03/2014;52;625;35;169;58;17;35;1;4;3;6;1;0;1;1;0;0;1;4;6351;0
10708;1978;2n Cycle;Single;1;0;28/12/2013;50;10;6;11;0;4;2;1;1;0;3;7;0;0;0;0;0;1;9;3094;0
6583;1955;2n Cycle;Married;0;0;3/06/2013;54;390;22;323;104;35;107;1;6;8;6;3;0;0;0;1;0;1;9;6341;0
3641;1976;Graduation;Married;1;0;20/01/2013;93;10;2;15;2;1;6;2;2;0;3;6;0;0;0;0;0;1;3;6722;0
10156;1975;Graduation;Single;0;1;3/06/2013;56;215;63;507;231;31;190;1;8;4;7;3;0;0;0;0;0;1;5;6915;0
4299;1960;Graduation;Together;0;1;21/09/2012;28;1001;17;572;93;125;17;7;11;11;5;7;0;0;0;0;0;0;7;2192;1
3469;1977;PhD;Divorced;1;1;6/09/2012;94;19;18;33;24;1;8;3;3;0;3;9;0;0;0;0;0;0;5;3133;0
5063;1977;Graduation;Single;1;0;18/12/2012;76;41;5;129;10;3;3;3;4;1;4;9;0;0;0;0;0;1;4;5759;0
10727;1970;PhD;Married;1;0;19/11/2013;43;1181;107;199;39;30;30;2;7;3;13;8;0;0;0;0;0;1;1;3168;0
9624;1958;PhD;Together;0;0;13/06/2014;46;603;45;207;36;18;54;1;3;4;6;1;0;0;0;0;0;1;10;653;0
5156;1970;2n Cycle;Married;0;1;15/01/2014;13;129;129;259;168;121;83;5;6;3;12;4;0;0;0;0;0;0;9;1865;0
4376;1960;2n Cycle;Single;0;0;15/02/2014;27;10;24;15;13;1;30;1;2;1;3;7;1;0;0;0;0;1;8;6478;1
8923;1973;Graduation;Single;0;0;18/04/2013;12;514;22;732;42;198;79;1;6;7;7;3;0;0;0;0;0;1;10;915;1
8461;1962;Graduation;Divorced;2;1;10/03/2014;3;14;0;1;0;0;1;1;1;0;2;7;0;0;0;0;0;0;3;4090;0
6945;1952;Graduation;Single;0;0;4/06/2013;72;387;20;713;38;54;163;1;9;11;11;5;0;0;0;0;0;1;7;4211;0
944;1962;Graduation;Married;0;1;8/01/2013;6;121;103;69;8;44;48;1;4;2;7;4;0;0;0;0;0;1;10;3072;0
1907;1950;Master;Divorced;0;1;28/09/2012;53;965;69;279;54;41;69;5;8;4;9;7;0;0;0;0;0;1;1;3339;1
701;1971;Graduation;Married;0;1;6/11/2013;58;707;21;250;85;43;73;2;6;2;8;2;1;0;0;0;0;0;7;4391;0
3856;1960;Graduation;Together;0;1;5/10/2012;78;571;50;142;33;50;159;4;4;5;13;2;0;0;0;0;0;0;9;5348;0
4149;1948;PhD;Together;0;0;13/05/2014;57;586;66;653;17;0;26;1;5;9;6;2;0;0;0;0;0;0;10;1597;0
2131;1959;PhD;Divorced;0;1;30/12/2012;37;1063;89;102;16;12;25;4;9;4;6;6;0;0;0;0;0;0;6;2759;0
2942;1964;Graduation;Single;0;1;7/05/2013;20;305;3;27;4;3;144;2;5;4;4;5;1;0;0;0;0;0;10;1267;0
1173;1947;Master;Together;0;0;10/03/2013;73;1200;105;758;0;42;147;1;4;2;6;2;0;1;1;0;0;1;7;7037;1
4381;1971;PhD;Married;1;1;18/08/2013;56;163;2;40;8;11;11;7;3;1;6;6;0;0;0;0;0;1;8;1234;0
4611;1970;Graduation;Together;0;0;21/01/2013;36;1009;181;104;202;21;207;0;9;8;13;3;0;0;1;1;0;0;1;2695;1
3376;1970;Master;Divorced;1;0;13/12/2013;9;125;6;73;8;4;19;1;3;1;6;4;0;0;0;0;0;0;9;2602;0
4679;1977;Master;Married;0;1;23/05/2014;42;721;0;152;119;50;50;3;7;6;12;4;0;0;0;0;0;1;2;4919;0
10928;1958;Graduation;Together;0;1;16/09/2013;28;315;4;62;41;31;146;2;7;1;7;5;0;0;0;0;0;1;7;6913;0
4248;1960;Master;Single;0;0;17/02/2014;23;1000;19;711;125;115;38;0;4;6;9;1;0;1;0;0;0;1;5;4168;0
6728;1985;Graduation;Together;1;0;27/08/2012;38;16;0;17;6;3;6;2;1;0;3;9;0;0;0;0;0;0;4;3366;0
6661;1974;Graduation;Married;0;1;12/08/2012;63;757;80;217;29;80;11;5;9;6;12;6;0;0;0;0;0;1;6;3381;0
4725;1950;PhD;Together;0;1;13/04/2014;71;30;2;25;0;1;9;1;1;1;4;2;0;0;0;0;0;1;1;4369;0
3277;1955;Graduation;Divorced;0;1;3/08/2012;9;219;3;100;26;0;17;2;7;1;5;8;0;0;0;0;0;1;6;2837;0
5555;1975;Graduation;Divorced;0;0;7/02/2014;81;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;7;5523;0
2564;1953;Graduation;Together;0;1;4/01/2014;87;111;3;28;2;6;15;2;3;1;4;6;0;0;0;0;0;0;9;3851;0
946;1958;2n Cycle;Together;0;0;22/09/2012;92;45;47;52;21;20;25;2;3;1;5;6;0;0;0;0;0;0;1;7467;0
3867;1947;PhD;Together;0;1;31/08/2013;36;410;112;420;0;82;71;1;9;3;13;4;0;0;0;0;0;1;9;1130;0
6940;1966;PhD;Single;1;2;21/10/2013;86;100;1;39;6;1;76;4;3;2;3;6;1;0;0;0;0;1;3;2639;0
55;1963;Graduation;Together;0;1;7/12/2012;83;509;0;65;7;11;5;4;7;2;9;6;0;0;0;0;0;1;7;7751;0
7093;1985;Graduation;Married;1;0;14/11/2013;74;3;6;5;0;2;6;1;0;0;3;7;0;0;0;0;0;0;9;2369;0
5084;1975;Graduation;Widow;0;1;25/12/2013;87;445;53;213;104;98;151;1;6;4;13;4;0;0;0;0;0;0;10;2861;0
1777;1980;Basic;Married;0;0;7/09/2012;29;2;2;11;41;7;11;1;2;0;3;8;0;0;0;0;0;1;3;1141;0
8162;1956;Master;Together;0;0;1/01/2013;88;4;1;11;6;2;2;1;1;0;3;6;0;0;0;0;0;0;5;3800;0
10826;1959;Graduation;Married;0;0;28/12/2012;77;6;1;7;23;4;19;1;1;1;2;8;0;0;0;0;0;1;7;1309;0
8754;1974;PhD;Together;0;1;16/05/2013;25;14;0;3;0;0;3;1;1;0;2;7;0;0;0;0;0;0;9;6664;0
1987;1987;Basic;Single;1;0;25/09/2013;34;1;10;11;19;3;15;2;2;0;3;6;0;0;0;0;0;0;4;7395;0
11007;1968;PhD;Married;1;0;9/05/2013;43;26;0;6;0;0;2;1;1;0;3;8;0;0;0;0;0;1;10;5744;0
7426;1971;2n Cycle;Married;1;1;7/11/2013;76;111;16;37;7;9;18;3;3;1;5;3;0;0;0;0;0;1;2;5192;0
9153;1964;PhD;Married;0;1;29/07/2013;81;418;61;428;80;51;10;3;7;8;10;5;0;0;0;0;0;1;5;5318;0
10379;1962;Master;Single;0;2;8/11/2013;87;327;9;122;19;14;83;5;5;2;9;6;0;0;0;0;0;0;6;6271;0
9204;1970;Graduation;Widow;0;1;12/09/2012;33;371;159;194;58;106;141;4;4;3;6;3;0;0;0;0;0;1;10;1000;0
3197;1980;Graduation;Married;0;1;16/12/2013;38;275;59;107;69;101;59;2;6;4;8;4;0;0;0;0;0;0;9;5475;0
2920;1975;PhD;Single;0;1;1/12/2012;63;789;0;142;12;9;38;2;2;4;8;8;0;0;0;0;0;1;4;5740;0
6961;1974;Graduation;Married;2;0;22/05/2014;26;1;1;5;0;3;1;1;1;0;2;8;0;0;0;0;0;0;2;3558;0
4673;1963;PhD;Married;0;1;30/10/2012;17;1004;12;145;32;12;36;3;10;3;5;5;0;0;0;1;0;1;5;518;1
9937;1979;Graduation;Single;0;0;2/01/2014;75;187;81;149;25;43;91;1;2;2;12;1;0;0;0;0;0;0;6;3075;0
8779;1985;2n Cycle;Married;1;0;16/06/2013;13;56;4;76;17;1;18;4;4;1;3;9;1;0;0;0;0;1;10;2768;1
9596;1980;PhD;Single;0;0;23/12/2013;19;365;32;117;34;110;6;1;3;3;13;2;0;0;0;0;0;1;3;6271;0
2891;1963;Graduation;Divorced;0;1;18/10/2013;51;595;23;123;10;23;154;2;8;9;4;6;0;0;0;0;0;0;7;1406;0
4910;1967;Graduation;Divorced;0;0;30/08/2012;81;1132;134;384;175;134;115;1;11;5;13;7;0;0;0;0;0;1;2;7273;0
75;1982;2n Cycle;Together;0;0;25/07/2013;32;34;11;137;179;61;45;1;8;1;5;8;0;0;0;0;0;1;10;1821;0
10120;1955;Graduation;Together;0;1;24/10/2013;84;116;6;82;6;6;41;2;3;1;6;5;0;0;0;0;0;0;7;853;0
6327;1967;Graduation;Together;0;0;19/12/2013;87;565;32;435;28;32;54;1;2;8;6;1;0;0;0;0;0;0;9;6660;0
10142;1976;PhD;Divorced;0;1;7/03/2013;99;372;18;126;47;48;78;2;5;2;11;4;0;0;0;0;0;1;4;6818;0
9826;1972;PhD;Single;0;0;12/09/2012;96;899;102;838;133;102;40;1;5;6;10;2;0;0;0;0;0;1;1;4366;1
1501;1982;PhD;Married;0;0;4/08/2012;21;55;16;1622;17;3;4;15;0;28;1;0;0;0;0;0;0;1;8;4056;0
10767;1989;PhD;Together;0;0;16/05/2014;40;760;40;480;0;40;26;1;3;5;12;1;0;0;1;1;0;0;10;5804;0
7279;1969;PhD;Together;0;0;30/09/2013;3;260;86;559;63;9;67;1;4;6;4;2;0;0;0;0;0;0;4;4393;0
7230;1960;PhD;Divorced;0;1;4/10/2012;98;459;0;24;6;0;4;6;4;5;7;6;0;1;0;0;0;1;3;6822;1
143;1970;Graduation;Single;0;0;25/08/2013;73;466;0;224;119;49;99;1;5;3;4;2;0;0;0;0;0;0;9;6037;0
450;1958;Master;Together;0;1;12/07/2013;90;67;15;80;17;11;80;3;1;4;4;3;0;0;0;0;0;1;1;567;0
9316;1952;Basic;Together;0;0;2/11/2013;29;2;0;7;3;7;10;1;1;0;3;6;0;0;0;0;0;1;8;7271;0
6379;1949;Master;Widow;1;1;29/05/2013;3;67;1;20;0;2;31;3;2;2;2;7;0;0;0;0;0;1;3;5468;1
9239;1961;Master;Married;0;2;26/07/2013;94;92;4;18;3;3;6;1;2;1;4;3;0;0;0;0;0;0;6;2668;0
8315;1995;Graduation;Single;0;0;26/03/2014;65;4;2;11;2;0;4;1;1;0;2;6;0;0;0;0;0;1;6;3427;0
2868;1949;PhD;Single;1;1;8/04/2013;33;20;1;28;3;3;2;3;2;0;3;8;0;0;0;0;0;1;2;4013;1
10888;1961;Graduation;Single;0;0;3/11/2013;46;273;11;178;62;83;29;2;8;4;6;6;0;0;0;0;0;0;6;4169;0
1277;1960;Graduation;Together;0;0;9/04/2014;29;434;22;388;104;22;34;1;10;7;10;4;0;0;0;1;0;0;1;5432;0
9977;1973;Graduation;Divorced;0;1;17/09/2013;99;321;11;309;33;26;34;3;9;3;5;4;0;0;0;0;0;1;9;1374;0
10196;1978;Graduation;Married;2;0;12/03/2014;26;212;123;177;15;64;23;2;8;2;8;4;0;0;0;0;0;0;6;2524;0
6384;1978;Graduation;Divorced;0;1;11/02/2014;30;909;12;278;0;12;242;3;5;2;11;8;1;0;0;0;0;0;7;2819;0
8029;1988;Master;Single;0;0;29/04/2014;27;1184;32;352;21;16;16;1;3;4;7;1;0;1;1;1;0;0;2;7235;1
968;1968;Master;Divorced;1;0;26/12/2013;24;112;19;21;16;14;5;3;4;1;4;7;0;0;0;0;0;1;6;876;0
6988;1986;Graduation;Married;1;0;10/01/2013;93;656;80;455;52;107;93;2;8;4;8;4;1;0;1;0;0;1;7;6310;0
4472;1970;PhD;Divorced;1;0;27/06/2014;34;23;0;8;6;2;18;1;1;1;3;2;0;0;0;0;0;0;8;7980;0
6991;1951;Graduation;Divorced;0;1;10/04/2013;88;537;6;42;16;6;30;2;9;3;6;8;0;0;0;0;0;0;7;7890;0
3336;1948;PhD;Together;0;1;21/11/2013;96;712;0;45;0;0;191;3;2;4;5;7;1;0;0;0;0;1;2;2903;0
4301;1971;Master;Married;1;0;10/01/2013;10;23;1;13;2;2;18;1;1;1;2;7;1;0;0;0;0;1;9;3863;1
1940;1986;Graduation;Married;1;0;12/07/2013;26;1;3;4;2;2;6;1;1;0;2;8;0;0;0;0;0;0;4;6026;0
1272;1965;Master;Single;0;1;21/10/2012;49;664;58;83;32;0;66;4;7;5;10;5;0;0;0;0;0;1;2;1974;0
1388;1975;Graduation;Single;1;0;20/02/2013;11;6;10;21;19;14;42;2;2;1;3;6;0;0;0;0;0;0;10;3657;0
1044;1953;Graduation;Together;0;0;14/05/2013;44;299;5;201;21;21;49;3;5;4;8;4;0;0;0;0;0;0;4;3342;0
6969;1982;Graduation;Together;1;0;7/08/2013;75;99;13;66;43;8;4;3;4;1;5;7;0;0;0;0;0;1;5;7537;0
10479;1975;PhD;Married;0;0;7/12/2012;64;749;40;294;121;160;147;1;3;2;5;1;0;0;0;0;0;0;4;726;0
3619;1960;2n Cycle;Divorced;0;0;23/09/2012;19;345;25;501;63;138;80;1;5;3;8;2;0;0;1;0;0;0;4;6334;1
1715;1978;Graduation;Together;1;0;11/02/2013;45;9;4;18;7;5;5;2;2;0;3;7;0;0;0;0;0;0;2;1257;0
10159;1970;Graduation;Divorced;0;1;31/03/2013;77;440;81;368;0;122;174;6;11;5;9;6;0;0;0;0;0;1;8;2147;0
1463;1958;Graduation;Single;1;1;29/03/2014;9;8;2;5;3;0;3;1;1;0;2;7;0;0;0;0;0;0;1;2415;0
5114;1965;Master;Married;0;1;19/12/2012;1;670;9;249;0;28;9;2;5;4;5;4;0;0;0;0;0;1;8;7929;0
4990;1954;Graduation;Married;0;0;2/05/2013;90;524;0;134;28;28;155;1;11;1;8;7;0;0;0;0;0;1;5;4130;0
4329;1984;PhD;Married;1;0;23/05/2014;43;6;0;6;2;1;1;2;1;0;3;7;0;0;0;0;0;0;4;4589;0
10936;1965;Graduation;Married;0;0;13/02/2013;79;597;166;597;172;166;249;1;5;6;4;3;0;0;0;0;0;1;7;6221;0
4692;1976;Graduation;Married;1;0;1/08/2012;19;7;0;12;13;7;32;5;4;1;2;9;1;0;0;0;0;0;5;2003;1
7212;1966;Graduation;Married;0;1;8/06/2014;99;54;0;7;0;0;4;1;2;0;3;6;0;0;0;0;0;1;7;7077;0
6086;1955;Graduation;Married;0;0;23/11/2013;62;445;25;706;80;76;48;1;6;5;12;2;0;0;0;1;0;0;3;2201;0
437;1976;Master;Divorced;0;0;25/01/2014;41;294;142;218;164;58;151;1;3;8;11;1;0;0;0;0;0;0;7;4389;0
11171;1965;Master;Married;2;1;11/10/2013;60;292;3;77;10;3;26;7;6;3;5;7;0;0;0;0;0;1;7;7969;0
11101;1991;Graduation;Together;0;0;15/04/2013;17;412;22;132;59;28;183;1;11;6;8;4;0;0;1;0;0;1;2;1303;0
5329;1949;PhD;Divorced;1;1;27/09/2013;24;8;0;3;0;0;0;1;0;0;3;5;0;0;0;0;0;0;6;7819;0
610;1953;PhD;Together;1;1;7/08/2012;60;349;4;78;6;0;43;8;7;2;6;8;0;0;0;0;0;0;5;4821;0
9384;1978;Graduation;Married;1;1;12/06/2013;57;328;9;124;12;24;109;7;4;2;10;3;0;0;0;0;0;1;10;826;0
5956;1948;PhD;Divorced;1;2;16/10/2013;74;144;2;99;7;2;30;5;6;1;4;8;0;0;0;0;0;1;9;2610;0
10430;1973;Graduation;Divorced;1;1;9/10/2013;22;1126;28;211;37;28;42;3;4;3;4;5;0;1;1;1;0;1;3;7285;0
7875;1949;Graduation;Married;0;0;29/04/2014;46;967;0;617;43;50;0;1;4;8;13;2;0;1;1;1;0;0;8;3801;1
7072;1973;Graduation;Married;0;1;29/03/2013;69;432;79;341;177;136;170;2;8;5;4;4;0;0;0;0;0;1;10;6425;0
6255;1952;Master;Together;0;1;3/06/2014;29;138;39;63;55;18;21;1;4;1;7;2;0;0;0;0;0;0;6;4106;0
6516;1989;Basic;Married;1;0;18/03/2013;37;0;0;1;7;4;6;1;1;0;2;7;0;0;0;0;0;1;9;7729;0
5564;1969;Graduation;Together;0;1;9/08/2012;26;509;133;497;78;24;97;2;7;5;6;4;0;0;0;0;0;0;1;3326;0
5682;1953;PhD;Single;0;1;23/03/2013;8;948;10;86;13;21;21;4;6;9;11;5;0;0;0;0;0;0;7;3329;0
7458;1956;Master;Together;1;1;6/03/2013;26;39;2;25;4;3;24;2;3;0;3;8;0;0;0;0;0;0;6;5936;0
5237;1950;PhD;Single;1;2;1/01/2014;79;28;1;21;3;0;10;3;2;1;3;5;0;0;0;0;0;0;6;2556;0
7761;1978;2n Cycle;Together;1;0;1/08/2013;71;13;11;24;13;8;40;2;3;0;4;6;0;0;0;0;0;1;3;2938;0
5278;1964;Graduation;Married;0;0;25/01/2014;83;307;26;360;138;31;40;1;6;9;5;3;0;0;0;1;0;1;10;4361;0
3560;1952;Graduation;Together;0;0;12/05/2013;57;901;31;345;75;31;191;1;4;4;11;1;0;0;1;0;0;0;1;7636;0
7235;1975;2n Cycle;Married;1;0;9/12/2013;37;2;5;12;4;8;7;3;2;0;4;5;0;0;0;0;0;1;10;2318;0
10548;1995;Graduation;Single;0;0;9/03/2014;30;283;17;372;138;106;44;1;3;8;12;1;0;0;0;0;0;1;4;7286;0
2281;1970;Graduation;Single;1;0;15/09/2013;34;4;3;7;0;3;11;1;1;0;2;7;1;0;0;0;0;0;2;1508;0
4073;1954;2n Cycle;Married;0;0;29/01/2014;0;769;80;252;15;34;65;1;10;10;7;6;1;0;0;0;0;1;7;1836;1
6974;1972;PhD;Together;0;0;31/12/2013;89;518;42;742;55;56;84;1;6;10;5;2;0;0;0;0;0;0;9;7762;0
7938;1958;PhD;Together;0;1;3/10/2013;92;350;8;66;17;4;4;2;3;2;10;3;0;0;0;0;0;0;4;7571;0
7094;1975;Graduation;Widow;0;1;25/12/2013;87;445;53;213;104;98;151;1;6;4;13;4;0;0;0;0;0;1;2;7550;0
3667;1969;Graduation;Married;0;0;28/02/2013;20;778;178;689;41;27;44;1;8;5;11;8;0;1;1;1;0;1;5;3362;1
7723;1979;Graduation;Together;0;0;2/05/2014;56;709;93;374;104;80;80;1;8;6;6;3;0;0;0;0;0;1;2;6872;0
3870;1978;2n Cycle;Together;0;0;9/02/2013;28;359;35;314;93;116;89;1;7;3;13;4;0;0;0;0;0;1;3;5438;0
4012;1972;PhD;Together;0;1;11/08/2012;55;799;12;375;16;12;12;5;7;6;5;6;0;0;0;0;0;0;5;3030;1
5909;1964;Graduation;Married;0;1;19/09/2013;25;895;10;101;13;0;152;5;3;4;8;8;0;0;0;0;0;1;6;4293;0
10470;1979;Master;Married;1;0;15/03/2013;0;40;2;23;0;4;23;2;2;1;3;4;0;0;0;0;0;1;5;5641;0
6488;1959;PhD;Married;0;1;6/04/2014;86;76;0;7;0;0;16;1;3;2;2;5;0;0;0;0;0;1;9;5833;0
10270;1981;2n Cycle;Married;1;0;3/10/2013;8;11;5;22;12;5;11;2;3;0;3;7;0;0;0;0;0;1;7;2019;0
6887;1967;Graduation;Single;1;1;24/04/2014;33;245;16;223;21;43;16;2;8;1;8;6;0;0;0;0;0;1;2;933;0
6406;1988;Master;Married;0;0;28/10/2013;13;647;107;391;175;67;40;1;6;4;10;3;0;0;0;0;0;0;2;5864;0
7573;1978;PhD;Single;1;0;10/05/2013;12;39;1;9;2;1;34;1;2;1;2;7;1;0;0;0;0;0;5;3788;1
4508;1952;Graduation;Single;0;0;22/05/2014;92;203;35;305;46;17;227;1;2;11;5;1;0;0;0;0;0;0;5;2255;0
221;1955;Graduation;Married;0;1;27/04/2013;90;138;3;38;4;0;59;3;3;2;4;6;0;0;0;0;0;1;1;7353;0
5331;1977;Graduation;Married;0;0;11/09/2012;8;587;51;898;247;0;86;1;3;6;7;2;0;0;0;0;0;1;6;1684;0
1911;1987;Graduation;Together;0;0;5/09/2012;6;595;97;291;127;133;121;1;11;5;12;6;0;0;0;0;0;0;9;2044;0
20;1965;2n Cycle;Married;0;1;1/09/2013;91;43;12;23;29;15;61;1;2;1;4;4;0;0;0;0;0;0;9;3737;0
8786;1956;Master;Married;0;1;26/05/2013;52;301;7;74;10;0;58;4;6;1;7;6;0;0;0;0;0;1;3;1047;0
10582;1979;Graduation;Married;0;1;3/07/2013;3;180;32;348;76;32;90;2;5;2;12;2;0;0;0;0;0;0;7;5594;0
1915;1951;PhD;Married;0;0;12/12/2013;57;794;115;243;150;0;205;1;8;5;6;3;0;0;0;0;0;1;2;7005;0
8897;1965;Graduation;Single;1;1;24/04/2013;9;392;5;91;28;26;112;8;7;3;7;8;0;0;0;0;0;0;6;2208;1
2371;1972;Graduation;Married;1;1;13/04/2013;22;39;1;22;3;4;12;3;2;0;4;7;0;0;0;0;0;0;10;3999;0
4303;1957;PhD;Together;0;1;8/12/2012;76;107;2;12;2;2;12;0;0;0;1;20;0;0;0;0;0;0;10;4894;0
6825;1953;Graduation;Together;1;1;6/03/2013;86;13;0;3;0;0;0;1;1;0;2;7;0;0;0;0;0;0;10;5031;0
1072;1965;PhD;Single;0;1;30/08/2013;64;70;0;17;0;0;6;2;2;1;3;6;0;0;0;0;0;0;5;1977;0
4964;1958;PhD;Together;0;0;26/01/2014;90;680;11;392;75;0;0;1;2;11;4;1;0;0;0;0;0;0;10;7283;0
2461;1955;Master;Single;1;1;18/12/2013;79;26;1;11;0;1;4;2;1;0;3;3;0;0;0;0;0;1;4;1152;0
10736;1971;Graduation;Single;0;1;12/09/2013;28;522;0;522;227;120;134;2;6;9;5;2;0;0;0;0;0;1;3;4681;0
3194;1974;PhD;Single;0;0;5/04/2014;86;412;12;546;78;182;0;1;4;4;10;1;0;0;0;0;0;1;10;1505;0
10839;1976;Graduation;Together;1;1;14/04/2014;42;6;5;5;8;0;5;2;1;0;3;4;0;0;0;0;0;0;2;5120;0
49;1970;Graduation;Single;1;0;11/05/2014;39;2;3;6;4;1;9;1;1;1;2;7;0;0;0;0;0;1;9;3494;0
4290;1972;Graduation;Married;1;0;19/03/2014;8;1;3;8;2;5;5;1;1;0;2;7;0;0;0;0;0;1;5;2855;0
10219;1972;Graduation;Together;1;0;18/06/2013;40;6;2;15;6;6;3;1;1;0;3;8;0;0;0;0;0;0;3;3382;0
4211;1986;Basic;Married;1;0;29/10/2012;5;4;12;5;3;16;17;2;2;0;3;7;0;0;0;0;0;1;7;5847;0
1135;1960;Master;Together;1;1;15/02/2014;96;18;2;19;0;2;6;5;3;0;4;7;0;0;0;0;0;0;8;3984;0
6299;1968;PhD;Divorced;0;1;2/01/2013;28;324;48;186;39;18;198;6;6;8;4;7;1;0;0;0;0;1;7;2200;1
10846;1978;Master;Married;1;0;29/05/2014;22;327;9;125;25;4;139;6;7;1;8;7;1;0;0;0;0;0;8;7600;0
347;1976;Graduation;Divorced;0;1;8/09/2012;30;229;27;71;13;3;34;4;7;1;5;9;0;0;0;0;0;1;6;1414;0
6543;1945;Master;Together;0;0;15/01/2013;45;521;168;706;80;76;61;1;3;6;4;2;0;0;0;0;0;1;1;4391;0
10446;1957;PhD;Married;0;0;7/11/2012;58;184;23;446;30;23;23;1;5;4;7;2;0;1;1;1;0;1;5;2386;1
3479;1950;Graduation;Single;0;0;19/07/2013;49;4;8;11;12;2;13;1;2;0;3;7;1;0;0;0;0;1;1;2362;0
11075;1978;Graduation;Married;1;1;29/10/2013;37;183;2;64;7;2;12;4;3;3;5;4;0;0;0;0;0;1;4;2488;0
4442;1961;Graduation;Single;0;1;5/04/2013;70;31;19;35;26;14;52;2;1;1;5;3;0;0;0;0;0;0;7;1204;0
199;1962;Master;Single;0;0;20/01/2013;33;219;3;60;12;9;12;1;4;1;7;7;0;1;0;0;0;1;1;6429;0
6722;1954;PhD;Married;0;1;28/06/2014;98;479;28;136;75;14;35;3;10;3;7;6;0;0;0;0;0;1;5;6554;0
796;1965;2n Cycle;Divorced;0;1;23/10/2012;17;584;44;212;46;8;177;3;11;4;8;8;0;0;0;0;0;0;7;4249;0
3749;1973;Graduation;Together;0;0;2/03/2013;54;627;91;597;159;91;15;1;6;5;12;3;0;0;0;0;0;1;5;3159;0
8523;1968;Graduation;Married;1;0;14/12/2013;39;24;1;16;12;2;5;3;4;0;3;8;0;0;0;0;0;0;3;3555;0
310;1970;Master;Married;0;1;13/12/2013;81;330;5;159;36;27;16;4;4;4;9;4;0;0;0;0;0;1;10;6175;0
8629;1956;Graduation;Widow;1;1;26/03/2013;71;19;1;10;2;1;8;1;1;0;3;5;0;0;0;0;0;0;10;5729;0
236;1951;Graduation;Married;1;1;19/01/2013;62;28;23;29;29;14;47;3;2;1;4;6;0;0;0;0;0;0;2;6791;0
9930;1944;PhD;Single;0;0;5/11/2013;8;606;148;228;15;148;22;1;6;8;13;2;0;0;0;0;0;0;6;5885;0
3483;1958;Graduation;Married;0;0;6/04/2013;76;1039;43;204;153;58;29;3;2;8;12;8;0;1;0;1;1;0;7;5992;1
4599;1976;Master;Married;0;2;4/11/2013;66;411;0;26;0;0;21;6;7;1;7;7;0;0;0;0;0;1;8;6931;0
7326;1971;Master;Married;0;1;23/03/2014;83;34;1;19;2;7;0;1;1;1;3;2;0;0;0;0;0;0;10;887;0
7352;1957;Graduation;Married;0;1;21/10/2013;28;161;28;136;32;3;45;4;3;4;6;3;0;0;0;0;0;0;9;1126;0
2350;1972;Graduation;Married;1;1;22/03/2013;87;623;53;178;23;17;133;7;3;2;8;8;0;1;0;0;0;1;10;6213;0
